Education Level,Specialization,Skills,Certifications,CGPA/Percentage,Recommended Career
PhD,Engineering,"Machine Learning, MS Office, Data Analysis",None,77,Business Analyst
Master's,Computer Science,SQL,CFA Level 1,91,Business Analyst
Bachelor's,Psychology,"Marketing, Accounting, Python",Google Data Analytics,93,School Counselor
PhD,Finance,Python,Google Data Analytics,75,Business Analyst
Master's,Engineering,"Accounting, Communication, Data Analysis",AWS Certified,63,Financial Analyst
Matric,Commerce,"Counseling, Machine Learning, Accounting",Mental Health Basics,63,Research Scientist
Master's,Computer Science,"Data Analysis, Machine Learning, MS Office",Digital Marketing,62,ML Engineer
Bachelor's,Finance,Marketing,Creative Writing,71,Business Analyst
Bachelor's,Arts,Accounting,Creative Writing,72,Data Entry Operator
Bachelor's,Commerce,Python,CFA Level 1,90,Software Engineer
Master's,Psychology,Data Analysis,Creative Writing,90,Software Engineer
Bachelor's,Engineering,MS Office,AWS Certified,83,ML Engineer
Bachelor's,Computer Science,"Accounting, Counseling, Machine Learning",None,73,Software Engineer
Bachelor's,Science,Accounting,Digital Marketing,65,Junior Accountant
Matric,Arts,Counseling,Google Data Analytics,78,Junior Accountant
Bachelor's,Science,Counseling,Creative Writing,71,Software Engineer
Bachelor's,Business,"Counseling, Python",Google Data Analytics,83,Research Scientist
PhD,Psychology,Communication,Mental Health Basics,67,Professor
Master's,Psychology,"Machine Learning, MS Office",Mental Health Basics,67,Sales Assistant
Bachelor's,Engineering,Python,Mental Health Basics,64,Data Entry Operator
PhD,Computer Science,"Machine Learning, Python",CFA Level 1,62,Software Engineer
Master's,Finance,Communication,Google Data Analytics,67,Software Engineer
Intermediate,Computer Science,"Financial Analysis, Python, SQL",AWS Certified,74,Sales Assistant
PhD,Science,Accounting,Creative Writing,94,Clerk
Intermediate,Computer Science,"Counseling, Data Analysis",Creative Writing,64,Business Analyst
PhD,Psychology,"Counseling, SQL, Python",None,86,Data Entry Operator
Matric,Psychology,"Counseling, MS Office, Python",CFA Level 1,65,Sales Assistant
Bachelor's,Finance,MS Office,Mental Health Basics,89,ML Engineer
Bachelor's,Commerce,"Marketing, Machine Learning",Creative Writing,68,Data Entry Operator
Master's,Commerce,"Financial Analysis, Machine Learning",Mental Health Basics,68,Financial Analyst
Master's,Engineering,"Financial Analysis, Accounting",Creative Writing,70,Research Scientist
PhD,Arts,"MS Office, Accounting",AWS Certified,91,ML Engineer
Bachelor's,Arts,"Machine Learning, SQL",AWS Certified,73,Junior Accountant
Matric,Finance,"Financial Analysis, Accounting, Communication",Google Data Analytics,75,Research Scientist
Intermediate,Engineering,"Financial Analysis, Communication",Creative Writing,80,Financial Analyst
Intermediate,Business,"Python, Communication, Counseling",Mental Health Basics,85,Marketing Executive
Matric,Computer Science,"MS Office, Financial Analysis",Digital Marketing,69,School Counselor
Intermediate,Science,"Financial Analysis, Counseling",AWS Certified,77,Junior Accountant
Intermediate,Arts,MS Office,Google Data Analytics,70,Professor
Master's,Engineering,"MS Office, Counseling",Creative Writing,69,Data Entry Operator
Matric,Commerce,"Counseling, Financial Analysis",Google Data Analytics,73,Sales Assistant
Matric,Finance,"Counseling, MS Office",Creative Writing,78,Research Scientist
Master's,Finance,"Machine Learning, Python",AWS Certified,63,Sales Assistant
Bachelor's,Business,"Python, MS Office, Marketing",Creative Writing,77,Software Engineer
Bachelor's,Computer Science,"MS Office, Communication, Counseling",Mental Health Basics,71,Research Scientist
PhD,Computer Science,Data Analysis,CFA Level 1,74,Business Analyst
Matric,Psychology,"Communication, SQL",Mental Health Basics,91,ML Engineer
PhD,Psychology,"SQL, MS Office",Digital Marketing,85,Financial Analyst
Matric,Psychology,"Python, Marketing, SQL",CFA Level 1,73,Junior Accountant
Matric,Computer Science,"Marketing, Accounting",CFA Level 1,93,Software Engineer
Intermediate,Commerce,"SQL, Counseling",Google Data Analytics,95,Professor
PhD,Commerce,Financial Analysis,Creative Writing,66,Professor
Master's,Psychology,Python,Google Data Analytics,71,Sales Assistant
Matric,Commerce,Accounting,Google Data Analytics,61,School Counselor
Intermediate,Engineering,"Data Analysis, Counseling, Communication",Google Data Analytics,92,Professor
Master's,Commerce,"Accounting, Data Analysis, Machine Learning",Google Data Analytics,83,Marketing Executive
Bachelor's,Arts,Communication,None,89,Clerk
Bachelor's,Computer Science,"Machine Learning, SQL",Tally ERP,72,Junior Accountant
Intermediate,Psychology,Financial Analysis,AWS Certified,66,Financial Analyst
Intermediate,Business,Python,Mental Health Basics,82,Business Analyst
PhD,Finance,SQL,Tally ERP,73,School Counselor
PhD,Computer Science,"Financial Analysis, MS Office, Python",Digital Marketing,80,Research Scientist
PhD,Business,Python,Google Data Analytics,79,Junior Accountant
Master's,Psychology,"Machine Learning, MS Office, Communication",CFA Level 1,89,Financial Analyst
Bachelor's,Engineering,"Marketing, Communication",Tally ERP,73,ML Engineer
Matric,Arts,Financial Analysis,Creative Writing,65,Junior Accountant
Master's,Computer Science,Marketing,Digital Marketing,62,School Counselor
Intermediate,Science,SQL,AWS Certified,71,Marketing Executive
Master's,Engineering,Data Analysis,Tally ERP,75,Research Scientist
Master's,Commerce,"MS Office, Marketing, Accounting",Mental Health Basics,68,Junior Accountant
Bachelor's,Commerce,"Python, Communication, MS Office",CFA Level 1,62,Financial Analyst
Bachelor's,Computer Science,Financial Analysis,AWS Certified,65,Business Analyst
Master's,Psychology,Financial Analysis,Google Data Analytics,95,Research Scientist
PhD,Business,MS Office,Mental Health Basics,95,Sales Assistant
Bachelor's,Science,Python,None,64,Junior Accountant
Bachelor's,Computer Science,"Accounting, Counseling",CFA Level 1,86,School Counselor
Intermediate,Psychology,Communication,Digital Marketing,92,Research Scientist
Intermediate,Arts,Python,AWS Certified,75,ML Engineer
Master's,Psychology,Machine Learning,Mental Health Basics,82,Data Entry Operator
Master's,Finance,Financial Analysis,Google Data Analytics,73,Marketing Executive
Bachelor's,Engineering,MS Office,CFA Level 1,91,Marketing Executive
Matric,Computer Science,"MS Office, SQL",Tally ERP,85,School Counselor
Intermediate,Computer Science,"SQL, Accounting",Creative Writing,71,Financial Analyst
Master's,Finance,"Data Analysis, Python, Financial Analysis",CFA Level 1,66,Research Scientist
Matric,Psychology,"Accounting, Financial Analysis",Digital Marketing,85,Professor
Matric,Psychology,"Data Analysis, Marketing",Mental Health Basics,83,Marketing Executive
Master's,Engineering,"Communication, SQL, Data Analysis",CFA Level 1,74,Junior Accountant
Matric,Psychology,"SQL, Data Analysis",Digital Marketing,63,Junior Accountant
PhD,Computer Science,"Accounting, Counseling",Mental Health Basics,70,Software Engineer
Master's,Business,Machine Learning,AWS Certified,68,Clerk
Master's,Business,"Machine Learning, Marketing, Data Analysis",Google Data Analytics,71,Junior Accountant
Intermediate,Commerce,Python,Mental Health Basics,69,ML Engineer
Matric,Commerce,"Marketing, Financial Analysis",CFA Level 1,85,Research Scientist
Master's,Finance,"Marketing, Financial Analysis",Mental Health Basics,83,Clerk
Bachelor's,Arts,"Financial Analysis, Communication, Machine Learning",Creative Writing,73,Sales Assistant
Intermediate,Science,Data Analysis,Creative Writing,67,Financial Analyst
Intermediate,Science,"Data Analysis, Python, Communication",Digital Marketing,95,ML Engineer
PhD,Computer Science,SQL,Creative Writing,90,ML Engineer
Bachelor's,Science,"MS Office, SQL, Marketing",AWS Certified,78,Research Scientist
Matric,Engineering,"Marketing, Data Analysis",Tally ERP,85,Data Entry Operator
Master's,Psychology,"Financial Analysis, Marketing, Data Analysis",Google Data Analytics,91,School Counselor
Master's,Business,"Communication, Accounting, SQL",Digital Marketing,63,Sales Assistant
Bachelor's,Computer Science,"SQL, Machine Learning, Financial Analysis",Digital Marketing,63,Professor
Master's,Science,Accounting,Creative Writing,66,School Counselor
PhD,Science,SQL,Tally ERP,73,Research Scientist
Intermediate,Finance,Accounting,Tally ERP,69,Business Analyst
PhD,Computer Science,Counseling,CFA Level 1,62,Clerk
Matric,Science,"Machine Learning, SQL, Python",AWS Certified,82,Business Analyst
Matric,Science,Data Analysis,CFA Level 1,65,Junior Accountant
Matric,Finance,Counseling,Mental Health Basics,67,Sales Assistant
Intermediate,Science,"Data Analysis, Machine Learning, Communication",Creative Writing,85,Professor
PhD,Computer Science,"Marketing, Communication",CFA Level 1,73,Software Engineer
Matric,Computer Science,Communication,Mental Health Basics,90,Sales Assistant
Master's,Finance,SQL,Mental Health Basics,78,Marketing Executive
Matric,Computer Science,"Financial Analysis, Data Analysis, MS Office",Digital Marketing,64,Financial Analyst
Master's,Finance,"Data Analysis, Marketing",AWS Certified,77,Business Analyst
PhD,Computer Science,Counseling,AWS Certified,95,Financial Analyst
Master's,Psychology,"Machine Learning, MS Office, Counseling",AWS Certified,84,ML Engineer
Bachelor's,Science,"Counseling, MS Office, Data Analysis",CFA Level 1,81,ML Engineer
Matric,Psychology,Communication,Digital Marketing,66,Junior Accountant
Intermediate,Finance,"MS Office, Python, Counseling",Tally ERP,93,Research Scientist
Bachelor's,Computer Science,"Communication, Marketing, SQL",None,71,Software Engineer
Intermediate,Science,"SQL, MS Office",Google Data Analytics,73,School Counselor
PhD,Science,Data Analysis,CFA Level 1,88,Software Engineer
PhD,Finance,"SQL, MS Office, Financial Analysis",Tally ERP,90,Software Engineer
Bachelor's,Science,"Accounting, SQL",Tally ERP,62,Business Analyst
Intermediate,Engineering,"Communication, Accounting, Counseling",AWS Certified,68,Software Engineer
Master's,Finance,"Communication, Marketing, Financial Analysis",Google Data Analytics,61,Professor
Master's,Business,Python,Digital Marketing,76,Clerk
Intermediate,Psychology,"Data Analysis, SQL, Python",CFA Level 1,88,Financial Analyst
Bachelor's,Commerce,"Communication, Marketing",Tally ERP,65,ML Engineer
Bachelor's,Arts,SQL,Digital Marketing,72,Professor
Intermediate,Computer Science,"MS Office, Data Analysis, SQL",AWS Certified,60,Junior Accountant
Master's,Finance,SQL,Creative Writing,91,Clerk
Intermediate,Science,"MS Office, Machine Learning, Communication",AWS Certified,83,Financial Analyst
Intermediate,Commerce,"Python, Machine Learning, MS Office",Creative Writing,91,Business Analyst
Intermediate,Science,"Accounting, MS Office, Data Analysis",None,86,School Counselor
Matric,Finance,"Accounting, Counseling",AWS Certified,93,Marketing Executive
PhD,Commerce,Python,AWS Certified,63,Junior Accountant
PhD,Commerce,Accounting,Google Data Analytics,82,Data Entry Operator
Matric,Business,"Machine Learning, Accounting, Financial Analysis",Creative Writing,83,Research Scientist
Bachelor's,Finance,"Data Analysis, Financial Analysis",Mental Health Basics,85,Junior Accountant
PhD,Arts,"SQL, MS Office",Digital Marketing,90,ML Engineer
Bachelor's,Science,"Financial Analysis, Accounting",Tally ERP,71,Professor
Master's,Computer Science,"Data Analysis, Marketing",Creative Writing,79,Professor
Bachelor's,Arts,MS Office,Creative Writing,94,Business Analyst
Matric,Computer Science,"Communication, Machine Learning, Accounting",Mental Health Basics,67,Marketing Executive
PhD,Business,"MS Office, Communication",Google Data Analytics,91,Research Scientist
Bachelor's,Commerce,SQL,Creative Writing,67,Professor
Bachelor's,Science,"Marketing, Financial Analysis, Machine Learning",None,71,Software Engineer
Master's,Science,Financial Analysis,Digital Marketing,89,Professor
Matric,Finance,"Machine Learning, Counseling, Accounting",Digital Marketing,68,ML Engineer
Intermediate,Business,"Marketing, Accounting, Communication",CFA Level 1,76,ML Engineer
Intermediate,Psychology,"Counseling, MS Office",Google Data Analytics,85,Clerk
Matric,Science,"Communication, Accounting, Python",Creative Writing,95,Sales Assistant
Matric,Psychology,"Counseling, SQL, Machine Learning",AWS Certified,90,ML Engineer
Bachelor's,Business,"MS Office, Counseling, Python",AWS Certified,74,Sales Assistant
PhD,Business,"Data Analysis, Marketing",Creative Writing,84,Data Entry Operator
Bachelor's,Arts,"Data Analysis, SQL, Communication",Creative Writing,88,Financial Analyst
Master's,Finance,"Machine Learning, Financial Analysis",None,94,Research Scientist
Matric,Commerce,"Marketing, Accounting",AWS Certified,87,Junior Accountant
PhD,Psychology,"Python, SQL, Financial Analysis",Google Data Analytics,87,School Counselor
PhD,Finance,"MS Office, Counseling",Google Data Analytics,95,Clerk
Master's,Commerce,"SQL, Financial Analysis",Google Data Analytics,63,Junior Accountant
Master's,Commerce,Machine Learning,Digital Marketing,80,Software Engineer
PhD,Arts,"Python, Counseling, Accounting",Google Data Analytics,64,Software Engineer
Master's,Business,"SQL, Accounting, Python",Mental Health Basics,60,School Counselor
Bachelor's,Finance,"Marketing, Counseling, Financial Analysis",CFA Level 1,93,Business Analyst
Bachelor's,Engineering,"Financial Analysis, Counseling",Mental Health Basics,67,Software Engineer
Bachelor's,Engineering,Python,Tally ERP,89,Clerk
Bachelor's,Engineering,"Financial Analysis, Counseling",None,76,Research Scientist
Matric,Science,"MS Office, Data Analysis, Accounting",Digital Marketing,67,Financial Analyst
Matric,Arts,"MS Office, SQL, Counseling",AWS Certified,64,School Counselor
PhD,Computer Science,"Accounting, Marketing",Google Data Analytics,70,Research Scientist
Bachelor's,Arts,Machine Learning,Google Data Analytics,60,Data Entry Operator
Master's,Finance,"Python, Communication, Marketing",Creative Writing,62,School Counselor
Intermediate,Arts,Communication,Mental Health Basics,77,Professor
Intermediate,Arts,"Accounting, Communication, SQL",Creative Writing,74,Marketing Executive
Matric,Science,Counseling,Creative Writing,74,Software Engineer
Intermediate,Finance,Marketing,AWS Certified,69,Business Analyst
Bachelor's,Arts,"Accounting, Communication, Counseling",Mental Health Basics,71,Financial Analyst
Intermediate,Business,"Data Analysis, Counseling, Accounting",CFA Level 1,85,ML Engineer
PhD,Computer Science,"Machine Learning, Financial Analysis",None,92,Clerk
Bachelor's,Science,"MS Office, SQL, Accounting",Mental Health Basics,76,Professor
Master's,Computer Science,"Communication, Counseling, Python",Creative Writing,89,Junior Accountant
Intermediate,Computer Science,"Counseling, Machine Learning",Mental Health Basics,80,Software Engineer
Bachelor's,Psychology,Financial Analysis,Google Data Analytics,93,Junior Accountant
Intermediate,Computer Science,MS Office,None,86,Research Scientist
Bachelor's,Science,"Financial Analysis, SQL, Accounting",Google Data Analytics,87,School Counselor
Master's,Computer Science,Accounting,Digital Marketing,66,ML Engineer
PhD,Business,"Counseling, Communication",Google Data Analytics,71,Business Analyst
Bachelor's,Finance,"Communication, Financial Analysis",Mental Health Basics,67,Clerk
Intermediate,Commerce,Python,Digital Marketing,61,Junior Accountant
